revenue,sale_quantity
9282.69999999981,3115
5120.800000000005,25469
14798.780000000002,14802
10514.370000000008,2085
8448.619999999999,3422
3072.3799999999783,1154
1897.919999999997,423
17209.179999999793,4325
2518.680000000009,934
10549.119999999848,1244
2006.3200000000054,809
4839.6699999999655,2248
10513.639999999863,3530
17063.539999999946,4489
2717.600000000009,1096
4400.660000000007,1487
2476.560000000008,999
7654.179999999882,3791
8222.49999999992,1375
3629.860000000009,607
4538.0,4538
16294.709999999857,4547
3362.54,3363
19356.91999999991,6860
8572.019999999966,6454
3873.12,1574
1136.0,1136
3652.12,3655
12133.6199999999,4074
7170.1800000000285,1524
64617.260000000126,9794
1852.0800000000067,747
1725.8600000000001,692
87015.58,13176
3120.8800000000147,1259
16707.24000000003,14814
1858.9200000000071,1042
11808.619999999952,3823
29735.639999999832,15018
9878.619999999959,3274
4742.999999999999,3235
8088.579999999852,1626
1855.1400000000115,650
3686.050000000003,18322
71443.14,32857
5294.879999999948,1341
3381.8,1356
48119.279999999984,25220
11384.559999999994,6077
13279.159999999833,6715
3536.24000000002,2428
32510.0,32510
19813.499999999833,3311
8807.079999999902,2598
3272.03999999997,1790
402.0599999999995,107
6133.139999999913,3113
16553.08000000008,14716
83366.23999999957,13591
4261.539999999945,2343
1022.5,409
374.300000000001,190
57505.90000000022,14965
34497.819999999956,18479
6476.0,6476
80062.3,13385
15246.120000000039,9524
2820.179999999982,1583
5062.0,5062
11341.599999999962,4370
31003.569999999912,8208
5282.099999999996,1773
5095.479999999993,1718
2393.960000000016,1202
17789.559999999758,4643
4110.9400000000305,1536
4613.959999999987,2757
10207.239999999843,2416
6155.819999999971,3109
5174.659999999944,1517
45534.32000000007,33938
3942.5400000000186,1323
21274.979999999567,2976
5895.779999999927,1978
7095.519999999995,3264
11947.959999999854,3002
9648.299999999992,3887
6730.050000000003,33464
86727.88000000002,34648
1045.94,419
33442.64000000003,40812
8868.780000000002,3543
38453.67999999993,15665
5219.059999999962,3971
25780.039999999826,7430
4322.280000000003,1086
518.7600000000007,262
5269.0,5269
7001.279999999897,3536
821.7599999999995,405
86277.92000000011,13129
338.57999999999987,171
15913.199999999795,3540
16832.39999999988,3380
9944.30000000008,3459
63480.1999999999,17895
1124.460000000001,389
3233.94000000003,1123
4136.0,4136
9177.879999999814,2306
266.7,105
2529.249999999999,980
4815.359999999996,2432
22759.300000000007,22750
4378.0,2189
29717.819999999767,15009
3735.000000000011,750
7396.47999999989,1485
2662.6200000000094,669
11709.520000000064,7174
3597.680000000018,1453
9142.019999999926,3069
19470.199999999553,3910
40403.67999999986,8437
27386.079999999805,4470
7712.2599999998365,2851
9098.279999999866,2286
3490.380000000018,2446
4984.739999999997,1903
24204.859999999924,8002
81357.16,81322
4888.8000000000075,1959
5201.730000000038,1373
4412.820000000007,1491
1836.0,1836
70200.35999999978,11732
5393.349999999984,26821
1037.6400000000046,411
1685.8400000000004,658
3294.7200000000157,1114
23691.020000000477,5140
2249.2800000000143,1136
3515.5799999999967,1404
4888.71000000003,1295
97236.25999999995,60992
1866.2399999999989,742
5006.119999999997,2020
5035.439999999968,1673
8175.759999999871,2867
6554.200000000099,2277
12584.539999999899,4223
41119.399999999805,8270
614.5399999999987,163
3308.9399999999628,1793
12875.88,4921
5321.0,5321
1664.1000000000067,900
3746.0,3746
12856.759999999795,3159
31078.439999999915,18275
18674.580000000024,2294
37895.32000000012,13884
4683.0,4683
75200.64000000003,12568
2925.8199999999906,447
1197.5,479
10881.379999999972,3566
19307.639999999952,6190
3529.220000000026,1834
5104.199999999976,25381
11399.159999999998,3742
2940.5800000000186,1488
4962.5,3309
4959.0,4959
12822.019999999766,3242
220811.99999999997,138355
182574.48000000045,72251
6876.91999999999,1772
2891.4800000000073,2643
13434.579999999984,5133
8862.980000000018,3042
46434.98000000015,6476
11989.95999999988,1868
15830.999999999993,15834
233.63999999999987,118
12609.639999999834,4427
1820.839999999987,652
13787.27999999997,7246
4114.440000000025,2078
1549.519999999998,620
205.91999999999967,104
381.12000000000023,145
2062.0,2062
7689.380000000004,3071
5964.719999999985,2294
6227.140000000074,2166
107573.26000000013,50211
2633.1599999999876,1470
8285.559999999938,2782
12572.999999999747,6350
8836.69999999984,3485
6704.92000000004,1586
1071.0599999999997,372
7011.420000000004,7023
15740.439999999966,3793
8907.019999999828,3014
22956.439999999933,9253
5630.07999999999,2776
2127.9800000000173,753
9161.939999999942,1398
1744.5,1163
3742.3699999999585,1470
2492.580000000011,844
5479.599999999962,2213
5324.660000000008,1772
1312.9000000000042,330
4875.3000000000775,1727
21259.159999999647,5337
11221.499999999727,2173
2278.0199999999977,875
9895.840000000055,2677
24041.639999999676,6036
1113.0399999999997,387
25340.139999999643,6363
81107.57999999994,81058
27877.299999999996,7958
2863.3400000000133,968
9179.0,6121
2716.5600000000168,1372
1495.22,997
2439.839999999994,1185
3044.7600000000143,990
3320.399999999971,1860
7469.659999999989,4209
6736.660000000018,2931
13307.179999999957,5052
1043.8799999999983,890
4870.0,4870
7654.439999999928,1362
4103.46000000002,1377
34140.779999999984,7839
29524.879999999917,7420
8730.539999999977,2220
9984.579999999987,6016
14880.399999999803,7446
9665.839999999853,2808
8285.439999999913,2595
3896.660000000016,1393
7886.839999999879,2513
2163.86000000001,1464
20129.36000000003,6137
1300.0,521
4241.219999999937,2311
22105.269999999982,10261
14199.699999999853,4765
6605.679999999983,2545
1923.8400000000079,953
25833.91999999997,16159
1013.3200000000004,1464
1250.040000000007,628
4059.480000000062,1966
15744.08999999982,6567
4335.500000000004,725
18814.619999999646,6315
5297.279999999979,2661
31985.479999999403,4476
5184.459999999957,1314
23366.39999999965,4725
16819.77999999985,4409
3628.0999999999963,1454
61005.44,57596
28015.879999999994,7993
10855.019999999999,4332
4181.200000000057,2210
8600.739999999998,3462
5549.000000000027,1488
4646.520000000008,1622
24800.699999999935,13270
17216.6,6054
2644.700000000004,265
3164.0400000000063,423
6460.680000000036,7934
816.2800000000017,236
69775.67999999969,43621
60045.95999999975,15072
1487.2799999999977,330
63523.67999999992,21041
2067.0,2067
7263.999999999993,2794
2633.400000000014,1330
76259.0799999999,25544
174.23999999999995,88
47966.85000000036,11536
12495.699999999917,3289
6773.579999999979,3421
2205.239999999999,2000
11067.620000000035,3832
2933.5800000000045,1299
2500.2200000000107,839
7663.299999999999,38116
14100.139999999938,3894
1867.9400000000041,523
81553.16000000009,53447
7470.459999999885,1877
1945.599999999982,1520
2185.9200000000146,1104
4434.579999999997,3379
2325.6000000000004,974
3010.919999999994,686
11607.77999999974,5783
1828.6999999999966,732
63227.57999999995,46366
8690.699999999873,1338
22474.63999999992,7935
6380.14000000001,2555
27006.839999999796,7286
6367.359999999912,1615
16610.519999999655,3454
6994.05999999997,2347
12443.600000000113,6360
2600.460000000021,1327
31010.050000000167,18949
2368.0,1184
735.8400000000019,404
856.0800000000016,246
18118.91999999994,13521
50344.75,33566
29222.049999999977,21903
6919.270000000031,6141
2024.4800000000082,680
42613.31999999994,20209
644.3199999999989,320
42170.75999999996,21307
3813.0,3813
7896.600000000004,2025
3324.7199999999502,1824
14040.29999999998,6521
2140.440000000005,434
9147.950000000004,45489
50647.279999999904,9590
5603.259999999964,928
19398.300000000087,18426
54299.70000000011,20735
40987.360000000095,15535
1920.3200000000002,772
10298.55999999991,3682
13260.119999999999,4606
5094.0,2547
4191.019999999986,1161
3038.3400000000024,853
99269.78000000007,33317
9210.439999999862,3229
12228.519999999891,4364
22954.340000000004,22940
6906.239999999969,3488
21222.069999999974,19408
6463.519999999925,1624
9304.09999999999,3725
52842.39999999965,9956
6165.239999999955,1238
11069.759999999891,1779
9705.180000000079,2673
4249.480000000012,1426
2363.140000000009,793
2440.980000000027,1191
1254.880000000004,506
3552.160000000016,1192
5300.959999999921,2118
21999.680000000186,8449
42615.23999999992,8061
2892.080000000015,2227
76573.70000000007,24563
11701.519999999762,5834
33051.80999999985,15057
22288.679999999884,5882
22558.0,15040
753.4800000000005,298
4562.5,1825
13354.0,13354
17216.51999999975,5778
24657.939999999864,8855
15241.739999999958,5118
758.160000000001,256
13308.059999999923,3347
1439.460000000007,727
957.7999999999986,460
21337.549999999916,10023
9432.0,9432
1819.440000000002,1083
2439.0,2439
71325.32000000007,37939
6356.0,6356
1259.7399999999998,512
15836.039999999844,7998
73116.05999999998,73095
9097.0,9097
8391.219999999983,3376
48958.06000000017,26197
12871.099999999982,4548
5267.259999999991,1169
8373.200000000124,4830
3197.8400000000065,1291
3137.149999999995,15586
5357.300000000055,1905
22120.5399999999,7423
14107.59999999977,7040
7656.619999999886,3891
4760.879999999995,956
39696.95999999986,10798
13677.140000000009,4903
4152.879999999977,1594
8040.729999999906,1994
1612.7999999999856,1260
2746.0,2746
6638.540000000059,803
1818.2900000000097,459
445.50000000000097,150
49180.419999999875,10778
8169.640000000062,2778
2749.3200000000134,2765
2416.5400000000163,307
8204.860000000042,17207
3920.3099999999727,2224
4635.029999999962,1559
696.0000000000016,200
7796.790000000136,1212
1087.4400000000087,552
6690.899999999994,6603
12822.920000000038,18152
9373.340000000002,13268
3713.800000000024,1896
2125.930000000008,179
6888.76000000002,14608
6985.090000000012,571
13144.799999999907,1112
7852.480000000038,1100
10162.94999999995,2987
2935.7800000000007,330
5095.259999999971,1305
8823.27,491
2921.030000000002,146
8909.00999999985,1165
18297.519999999753,2218
3679.699999999998,5087
11339.34999999982,1033
3752.439999999991,6748
5750.1899999999905,358
7030.239999999939,1504
684.2100000000006,342
1973.9599999999732,1880
23480.13,1811
2555.369999999995,796
929.0399999999994,158
33228.2899999999,2561
3600.599999999955,920
8299.799999999957,1095
8363.439999999991,11854
2913.6800000000276,1967
1375.4,130
8512.919999999986,450
3463.3199999999733,1974
5244.019999999999,11182
7388.880000000066,926
11507.039999999794,1086
4209.920000000008,704
199.9199999999999,34
1341.8600000000038,338
276.2100000000001,93
35404.1799999996,4189
2776.760000000028,2954
4787.280000000056,991
5102.400000000019,610
11014.83999999991,361
3591.269999999959,1283
161.01999999999987,166
3374.849999999974,630
53571.650000000765,4135
487.99999999999966,100
362.5,290
5934.199999999977,10513
12232.419999999984,1734
7819.9199999999855,579
911.3999999999994,155
3388.3999999999737,1720
8809.889999999989,1643
22640.229999999825,6169
6343.540000000003,900
5915.770000000001,1810
5295.260000000007,541
32413.599999999922,2594
8866.460000000066,1110
1652.4900000000018,2917
7654.400000000013,520
2010.9599999999884,532
5061.780000000013,305
6873.340000000074,1643
17148.799999999883,1165
15431.380000000234,1867
17283.159999999883,1349
2397.810000000002,933
14445.42999999994,1800
4407.939999999993,4373
475.17999999999853,685
2110.920000000024,904
5908.920000000021,292
10220.359999999984,788
1474.560000000001,192
6473.37999999988,1560
35238.60999999962,2407
34246.08999999969,2333
14926.419999999902,1342
747.000000000001,150
9862.179999999984,13978
10958.85999999992,457
16873.560000000278,2535
1688.489999999998,657
1472.5600000000045,370
17488.579999999725,1367
12218.640000000061,2006
1937.7600000000077,528
2480.359999999992,803
522.6800000000022,195
640.9200000000047,436
2143.2300000000046,359
1522.6999999999944,2216
5363.629999999992,829
3059.9199999999914,252
7362.459999999945,664
1136.3399999999945,642
5035.929999999978,466
546.3600000000008,522
1665.5699999999904,941
6635.329999999939,835
6661.719999999932,1114
997.550000000001,85
5594.719999999974,584
842.9200000000028,802
4920.970000000023,562
5031.680000000063,1036
3593.610000000014,1335
1224.1799999999948,1772
7942.419999999856,1899
5980.440000000035,468
30992.900000000132,8587
3892.580000000013,191
448.9599999999997,92
12005.629999999812,1263
2199.120000000013,374
3315.190000000016,1282
831.0800000000013,785
34461.68999999963,2360
4598.700000000015,4890
8473.560000000123,968
16427.319999999858,1474
695.8799999999962,546
7491.799999999936,1602
95322.14000000124,9532
13903.119999999966,2849
2196.919999999963,1423
3359.6399999999735,1914
10039.10999999999,2043
4747.099999999998,943
14428.659999999987,2346
3407.0600000000413,1209
44470.1399999998,2343
1293.5099999999975,695
9853.879999999948,881
44655.05999999993,1947
5566.979999999878,1719
5912.44000000002,292
424.119999999999,612
549.2400000000007,138
6980.220000000039,741
29420.74999999992,3280
3692.7099999999687,743
28006.23999999963,2488
1093.9999999999943,1587
4274.549999999974,885
2526.560000000008,4547
3593.999999999988,200
2378.880000000017,826
5778.089999999925,1969
21095.309999999958,1923
883.2799999999993,181
362.960000000001,184
2695.7300000000146,469
9898.529999999853,2376
5401.3599999999915,11471
34075.20000000009,4960
3976.020000000003,199
303.38000000000056,154
4061.3900000000076,511
3611.519999999991,296
3667.2399999999684,1150
1825.9100000000014,113
5040.92,717
3310.1600000000158,257
3273.4000000000296,6957
1400.780000000003,141
2457.779999999997,274
904.7999999999977,262
1524.479999999998,175
9288.340000000071,3401
5755.639999999996,519
6512.630000000038,509
23413.719999999998,2794
1339.640000000003,338
8183.170000000084,1043
26518.649999999332,4630
3990.6899999999696,2271
7072.139999999962,543
5909.4999999999945,595
887.8799999999994,151
1474.54,494
1826.499999999989,675
2651.579999999982,819
9351.199999999973,13244
6939.760000000006,1219
8068.959999999996,1680
993.5100000000025,133
15553.540000000237,1879
2932.460000000017,297
17539.77999999971,1605
2921.5199999999795,1659
503.15000000000157,145
4098.059999999986,387
527.2200000000016,303
1323.520000000003,431
1891.4000000000133,645
510.32000000000096,482
2497.129999999997,629
17518.41999999981,573
27736.749999999647,1895
1323.2400000000107,672
29987.55000000014,4365
1397.5200000000036,216
613.760000000001,137
16158.2400000001,2352
451.7799999999998,948
10988.979999999989,15550
9334.199999999999,31114
11530.889999999845,898
44276.289999999746,3729
21624.989999999565,2710
6420.759999999926,1085
2272.0500000000043,765
4165.000000000025,1430
27774.73999999997,1325
13665.340000000158,5183
10257.319999999998,739
3348.540000000036,7197
1322.0200000000054,266
6357.419999999973,579
17943.439999999944,1063
5203.139999999967,5463
5191.320000000072,1059
2396.0800000000186,491
2778.599999999995,179
681.4800000000007,1002
4048.6100000000124,319
15363.120000000003,21781
1360.1200000000033,724
6316.450000000008,13280
6637.3999999999505,385
22313.420000000027,1951
520.5900000000032,532
11223.839999999958,875
2077.6100000000065,4390
5370.039999999983,598
834.9600000000029,168
13132.859999999837,2938
2985.439999999986,752
11167.63999999992,2386
800.639999999999,278
8184.74,17323
1407.6000000000015,120
4490.660000000054,926
3069.639999999992,532
2076.240000000009,246
4481.259999999985,372
1610.4400000000048,163
24167.23999999987,1883
9583.729999999816,1254
3650.969999999972,2071
5708.4999999999845,10233
1763.819999999994,459
27316.199999999524,2502
6202.639999999919,1483
7198.519999999883,1714
1339.5600000000015,122
1151.6800000000014,236
2078.080000000007,191
4267.339999999975,6044
5625.440000000056,1006
2684.6300000000065,4769
1406.5100000000052,283
2774.129999999987,508
2059.539999999995,313
2879.7599999999857,792
942.8399999999991,243
5755.220000000005,12051
6430.560000000066,890
36034.36000000021,2437
8875.57000000011,2118
528.3199999999986,416
19867.629999999717,2113
7205.459999999906,1179
394.55999999999955,137
1956.4399999999987,221
2130.8600000000074,537
1429.25999999999,498
10484.99999999989,750
1163.2100000000057,293
11473.53999999986,1023
5309.439999999943,1037
10856.959999999877,2023
4313.730000000001,265
3071.680000000001,5494
2234.9100000000226,1817
1135.4200000000053,286
1998.9200000000078,496
929.6600000000061,989
12729.649999999761,1657
1040.1199999999994,249
5676.520000000023,5702
16620.79999999971,3710
13112.520000000173,1971
1492.720000000008,376
25436.92000000022,4865
20755.039999999964,1402
1133.4400000000035,176
2340.600000000006,1188
8271.11000000008,1053
5354.260000000041,830
13640.629999999912,3436
16181.140000000023,2130
772.6800000000068,822
6077.650000000056,774
2693.7399999999925,542
2392.0000000000055,400
6974.320000000014,556
493.55999999999915,266
30949.10999999955,8433
23745.999999999574,2840
6288.239999999974,788
2471.650000000004,311
8688.279999999997,18333
6983.780000000024,345
7797.259999999968,1523
6040.280000000007,511
15507.08000000004,2045
1693.1600000000062,428
6283.680000000048,636
9349.660000000029,19799
20725.599999999748,1820
5523.949999999957,1844
7400.400000000119,1284
3660.290000000019,1414
6548.979999999977,6461
86987.06,3797
7285.650000000081,1753
9623.360000000026,1718
14566.359999999837,1031
3957.860000000016,1525
642.390000000005,437
6490.339999999962,437
15332.39999999984,503
2991.680000000002,304
2168.4400000000264,762
22658.23999999993,1818
1421.2600000000075,358
1488.7500000000075,375
21772.48000000013,2632
2177.520000000007,516
5856.139999999986,5748
5450.799999999984,11485
9588.42,20292
17346.760000000257,2609
18046.719999999932,1226
19507.679999999786,1116
2766.4000000000146,280
5072.699999999978,316
6011.659999999962,620
5477.339999999894,1691
6115.199999999877,2730
2683.6199999999817,1531
7040.179999999974,9964
2472.3499999999995,1255
2854.8400000000142,958
15029.579999999802,1321
1924.2100000000041,193
5251.079999999974,912
7531.679999999957,7436
7332.580000000043,2501
1879.2900000000036,157
8091.329999999896,696
1326.9600000000057,342
7995.679999999957,616
7597.180000000008,265
9957.14,1279
3395.920000000007,454
665.5199999999987,354
4706.319999999994,1136
2954.9800000000037,5268
1467.110000000013,745
3098.060000000006,2842
621.5200000000035,316
2889.4400000000105,296
5805.809999999983,437
3975.400000000031,8574
5104.020000000005,417
2207.7200000000194,569
4932.14000000008,1790
2606.999999999993,4358
11008.239999999974,1946
8987.259999999995,313
1266.1799999999976,951
2875.840000000007,1408
13015.939999999879,2777
9145.21999999995,1281
14705.04000000022,2214
12688.409999999889,2553
3430.720000000001,6179
2269.7200000000084,578
1877.7200000000046,314
17156.999999999724,3006
14790.500000000175,1781
727.4000000000003,220
19844.080000000104,2586
3135.259999999977,1775
1289.6600000000044,228
627.3000000000043,340
2098.0500000000197,1065
1338.7400000000084,542
616.8600000000018,138
1020.6400000000046,262
803.160000000007,828
910.569999999999,241
3988.8099999999695,784
127.56999999999988,132
640.2000000000048,660
265.95,135
1677.8900000000046,237
130.9499999999999,135
342.3900000000005,137
2673.8599999999897,538
218.49999999999994,418
781.8400000000008,232
798.6900000000009,237
1032.009999999999,274
193.02999999999983,199
2827.9299999999935,569
64.98999999999997,67
4779.540000000004,1002
105.0,210
45.31,197
94.08999999999997,47
893.1599999999975,1050
1766.670000000012,634
82.44999999999993,85
919.3500000000021,132
1722.1300000000158,1756
8136.880000000079,2912
869.0700000000033,311
1093.150000000004,245
2487.5000000000346,2615
323.9800000000009,334
166.83999999999986,172
2206.680000000006,444
169.8399999999997,193
845.1300000000031,429
683.0600000000029,892
610.1300000000022,629
907.4100000000035,203
527.2600000000017,208
1471.6200000000097,546
69.89,136
2052.6900000000114,737
868.7000000000035,317
701.3200000000047,356
875.9400000000052,492
708.8900000000035,287
3010.319999999993,606
1037.4400000000044,252
445.7200000000006,161
549.7800000000011,171
348.6900000000004,177
198.5,397
693.0300000000032,3031
535.4400000000037,552
1302.1700000000092,661
1572.7600000000077,278
281.2999999999999,290
141.6199999999999,146
102.0,204
1217.6500000000042,245
638.5500000000023,215
1126.8400000000083,572
1606.7700000000107,541
1774.6600000000037,178
320.1000000000006,330
1490.350000000004,205
148.8999999999998,277
1123.5100000000052,283
10980.410000000034,3941
2265.5900000000124,820
1635.0800000000033,164
3306.2199999999903,523
424.1000000000013,180
895.8300000000036,225
487.59000000000185,247
108.23999999999995,123
2619.1600000000094,957
545.3300000000008,89
541.2600000000027,558
169.74999999999986,175
296.82000000000045,306
1675.7299999999918,609
3929.3099999999677,1323
676.1099999999983,423
801.2200000000058,826
1481.0600000000045,298
1099.2600000000068,558
295.0600000000001,148
146.0799999999999,166
1495.7399999999932,552
147.74999999999997,75
721.6899999999974,829
78.56999999999994,81
659.7299999999982,778
113.64000000000001,220
1474.5900000000047,247
2368.0400000000127,867
724.6800000000031,244
975.6900000000016,381
129.00999999999988,133
451.0199999999994,863
365.3100000000007,123
343.3800000000008,354
1737.2700000000048,291
174.67999999999998,44
769.6000000000041,330
2063.130000000004,361
399.42000000000115,196
2799.309999999996,1123
1315.710000000008,443
3243.6400000000235,1150
1437.140000000006,362
266.51,88
2791.269999999995,1141
492.76000000000244,508
322.9399999999993,376
222.3799999999996,414
281.7499999999998,1225
218.2499999999998,225
507.0,1014
456.55000000000103,115
3415.4699999999875,751
409.6900000000001,1763
4342.30999999997,623
5889.689999999995,977
711.3599999999992,247
2019.6400000000124,723
1337.5300000000052,249
166.89999999999978,313
2285.4900000000102,822
721.7100000000033,243
99.90999999999991,103
1346.8700000000047,271
1456.4700000000066,561
227.86,449
703.7100000000029,3139
316.19000000000017,312
161.69,314
2212.820000000015,796
1723.7500000000132,875
481.12000000000234,496
377.39999999999867,447
351.0700000000007,331
6925.630000000006,1133
6802.769999999992,1143
21312.719999999932,2376
22303.31999999995,9492
23601.65999999997,2369
9748.029999999972,1399
8165.039999999817,5406
6671.909999999998,1232
13189.979999999963,734
4064.4700000000234,1341
21954.179999999837,4746
3912.160000000023,998
15708.949999999908,3174
45859.44000000052,2552
1880.0200000000102,352
23811.179999999847,4882
16668.119999999966,3366
24566.079999999896,2464
28464.219999999998,29076
160.31,23
9342.239999999942,4740
2231.239999999999,461
8656.049999999985,965
1176.0000000000061,800
4124.32000000002,1384
3121.459999999989,1078
71537.69000000074,12605
11754.099999999957,4052
48337.319999999956,6830
15711.529999999939,3169
3971.340000000002,384
12166.349999999962,2925
8854.2900000001,2246
2884.4900000000175,623
1123.4600000000034,377
3573.4799999999823,900
23269.419999999922,4521
10557.220000000007,3717
81144.0199999999,18015
20363.659999999905,2001
1909.430000000006,670
15346.379999999932,854
25589.019999999753,9550
10013.460000000025,2677
6046.9699999998975,1499
21760.080000000413,7662
5634.38,944
15328.29000000005,4123
37424.69999999994,12645
1915.1500000000094,479
139141.67000000144,9261
807.5199999999984,206
25570.50999999966,6476
18716.01999999998,1579
1302.679999999998,776
20690.63999999982,3193
10229.180000000013,3534
3956.0399999999936,132
3728.0400000000573,1983
5468.039999999995,1098
13223.429999999946,1264
2670.3600000000033,462
916.3000000000058,935
13127.979999999998,4435
14931.869999999906,3502
12844.589999999871,1847
2210.340000000013,1122
5535.439999999977,1520
14073.839999999971,6546
116085.34000000027,14533
224.47999999999996,26
5578.269999999939,1115
15135.119999999708,5544
1542.1800000000062,311
10942.680000000082,1699
3663.6000000000013,1290
18872.739999999936,3884
13158.72999999996,1309
10013.709999999923,1250
13812.1199999998,3969
23490.549999999905,24017
6528.63000000002,396
25285.459999999923,5135
25143.63999999994,5851
16907.039999999848,2832
443.22000000000065,85
33018.119999999675,11157
9388.64999999998,1351
535.3700000000006,319
11177.03999999996,2828
16823.639999999916,4625
9296.709999999977,1523
62231.64000000002,16971
6130.3899999999985,1530
3926.1600000000076,492
3647.429999999967,1539
45887.810000000696,5709
5992.509999999898,2538
30495.089999999946,1697
17239.529999999904,3474
721.7100000000031,243
7542.1599999998925,1860
66473.52999999998,7279
17090.27999999979,4911
1608.9600000000094,332
18709.419999999853,4864
92456.8100000002,25367
16828.01999999988,5666
8173.799999999969,1424
14098.94999999997,14535
3961.250000000017,799
573.2100000000015,193
13263.229999999916,1633
43479.2800000001,44824
8520.479999999965,2415
865.6800000000027,194
5756.079999999962,2321
12830.020000000313,5677
3850.099999999986,430
14646.399999999841,3680
9249.239999999956,1617
13234.479999999783,1511
14148.539999999912,1773
15982.669999999982,5970
18021.09999999971,4550
17891.100000000075,2780
5601.960000000008,1134
7428.209999999977,3843
1740.9599999999891,558
3844.6000000000017,952
4386.720000000015,2964
9429.29999999999,2309
5594.379999999983,431
18714.009999999882,3777
1713.1200000000047,344
80790.83000000125,5389
5124.640000000034,2851
13557.399999999996,2258
7822.869999999989,3971
2007.8200000000058,711
9485.179999999915,4684
15184.529999999731,2508
6172.07000000006,5700
4224.550000000019,725
5014.899999999976,5170
8445.199999999904,692
20241.11999999997,21815
4143.680000000005,416
6469.4799999999805,3284
1453.360000000003,491
4052.959999999957,1168
6696.6899999999905,2453
11267.519999999951,2565
5151.939999999967,1465
4012.5799999999904,506
28624.08999999995,2824
3773.110000000006,297
28177.349999999846,5010
1786.4200000000026,179
4947.889999999962,1717
45679.74000000045,2542
9676.139999999947,1955
5171.979999999913,1843
9648.989999999949,3252
11793.059999999958,3981
4024.240000000039,2051
23824.319999999934,2656
2005.9200000000096,1020
20761.87999999995,21404
2259.130000000007,397
12434.220000000021,2562
7712.179999999879,1958
43632.55000000003,5854
6835.9299999999985,1544
22416.609999999975,23205
431.1199999999998,149
4567.289999999997,1129
5275.319999999964,1295
1692.6000000000024,347
37073.32999999986,3102
1076.5900000000017,367
34632.12999999977,11408
3067.580000000007,471
14646.399999999689,3680
1250.2900000000047,231
4344.750000000024,879
44361.13999999998,13917
5241.759999999904,1448
4723.840000000023,1952
20567.399999999652,4130
2506.4800000000278,646
15530.92999999997,7989
23404.259999999922,4758
20957.789999999895,21435
950.4499999999986,566
3129.6600000000085,1572
2720.0799999999963,562
10238.579999999914,5171
8901.479999999969,1798
9595.520000000088,5104
48211.25999999986,8094
5971.330000000043,1224
5227.349999999992,656
249.19000000000017,263
1259.7200000000041,356
1860.2700000000007,401
2940.5399999999754,762
18945.989999999885,4151
5680.639999999991,1268
16040.489999999974,8700
7051.839999999864,3191
1424.4300000000023,119
6259.109999999916,3303
7681.84,3930
19849.279999999682,2986
6769.689999999916,3583
12461.699999999928,1030
47712.929999999964,4689
16619.849999999922,1755
22880.61999999994,2794
8894.520000000026,5319
7584.09999999996,2545
5861.309999999991,2147
11638.409999999918,1243
2095.260000000013,717
6037.519999999977,1862
1946.7000000000091,656
5026.799999999938,1244
13796.299999999994,1220
21915.20999999992,22593
47656.499999999716,13462
22537.269999999895,8939
2381.4000000000083,405
4563.200000000011,1840
3882.6599999999817,978
23875.579999999816,3007
2552.240000000011,523
18370.249999999945,9325
1862.6000000000056,625
3426.030000000019,1344
10785.799999999976,2710
7575.699999999981,7810
20164.560000000034,2248
30301.939999999897,3802
892.439999999996,333
12961.079999999662,6546
6534.299999999998,690
1144.080000000004,324
10073.529999999993,10331
8470.300000000001,910
26428.00999999986,4436
15593.599999999886,2980
709.8300000000031,239
33056.60999999962,3472
513.8100000000015,173
2501.4299999999994,419
10445.929999999975,10769
4294.780000000018,564
2608.729999999996,359
11164.85999999983,2499
788.0,788
13725.689999999888,1404
24592.300000000054,2950
4504.400000000029,1519
7137.680000000036,718
1954.8800000000083,656
166918.23000000074,16745
1778.4000000000049,360
18164.519999999888,6116
9857.129999999994,579
27759.779999999922,28348
364.1700000000002,61
3468.719999999986,3576
11803.749999999933,2375
4412.160000000017,891
12920.179999999864,3326
3128.720000000019,2114
9288.839999999997,1878
16022.040000000037,5835
1745.2199999999993,354
23333.919999999798,5043
11052.910000000084,1379
16107.169999999898,3086
11198.32000000004,1138
8327.760000000007,2223
41048.80000000004,6160
17551.309999999983,1428
26373.26999999994,13251
2592.600000000012,870
2261.3500000000035,455
891.4400000000016,115
1693.7200000000034,453
1525.7500000000025,305
512.3999999999996,105
9365.15999999992,1890
4453.819999999998,552
34432.13000000002,35727
28153.18,13506
2895.7499999999895,975
6217.319999999997,3156
7256.989999999971,2517
2012.6000000000076,290
4809.279999999975,708
41168.37999999993,5664
1152.5600000000002,296
4000.0499999999424,1689
8106.249999999987,1974
3168.0600000000063,397
7195.319999999952,759
6614.590000000027,1668
3143.8400000000224,1604
24595.41999999989,8377
20203.679999999807,10270
2077.520000000007,466
27063.299999999905,9115
2456.129999999999,870
1977.7100000000053,392
28457.81999999988,4810
11478.509999999818,3224
8151.660000000099,1684
19327.91999999996,20002
32823.58000000017,6975
9808.069999999996,1981
4680.280000000031,1934
13219.999999999878,2714
2451.279999999999,252
4091.9400000000087,1490
37067.20000000002,37859
9008.250000000005,998
116.88000000000002,24
1910.9800000000082,385
24488.659999999985,6193
26946.889999999912,27520
2965.740000000009,599
4392.200000000035,903
32525.699999999953,1810
29420.69999999995,5962
65555.42000000045,8234
10950.960000000003,2786
5561.359999999963,1382
